"state","sector","source","year","bill.btu"
"north dakota","Commercial","All",1985,37487
"north dakota","Commercial","All",1984,35327
"north dakota","Commercial","All",1983,31519
"north dakota","Commercial","All",1982,32736
"north dakota","Commercial","All",1981,29241
"north dakota","Commercial","All",1980,33361
"ohio","Commercial","All",2015,709451
"ohio","Commercial","All",2014,712749
"ohio","Commercial","All",2013,694511
"ohio","Commercial","All",2012,675616
"ohio","Commercial","All",2011,711125
"ohio","Commercial","All",2010,708583
"ohio","Commercial","All",2009,698831
"ohio","Commercial","All",2008,723431
"ohio","Commercial","All",2007,722502
"ohio","Commercial","All",2006,674405
"ohio","Commercial","All",2005,712836
"ohio","Commercial","All",2004,708658
"ohio","Commercial","All",2003,695046
"ohio","Commercial","All",2002,672106
"ohio","Commercial","All",2001,673031
"ohio","Commercial","All",2000,705433
"ohio","Commercial","All",1999,677941
"ohio","Commercial","All",1998,652089
"ohio","Commercial","All",1997,674313
"ohio","Commercial","All",1996,674818
"ohio","Commercial","All",1995,652819
"ohio","Commercial","All",1994,627347
"ohio","Commercial","All",1993,616327
"ohio","Commercial","All",1992,594887
"ohio","Commercial","All",1991,596680
"ohio","Commercial","All",1990,571227
"ohio","Commercial","All",1989,599326
"ohio","Commercial","All",1988,580774
"ohio","Commercial","All",1987,547331
"ohio","Commercial","All",1986,530013
"ohio","Commercial","All",1985,510213
"ohio","Commercial","All",1984,525360
"ohio","Commercial","All",1983,493059
"ohio","Commercial","All",1982,488746
"ohio","Commercial","All",1981,486896
"ohio","Commercial","All",1980,468710
"oklahoma","Commercial","All",2015,257905
"oklahoma","Commercial","All",2014,265798
"oklahoma","Commercial","All",2013,258140
"oklahoma","Commercial","All",2012,244308
"oklahoma","Commercial","All",2011,247466
"oklahoma","Commercial","All",2010,247736
"oklahoma","Commercial","All",2009,240542
"oklahoma","Commercial","All",2008,245264
"oklahoma","Commercial","All",2007,243188
"oklahoma","Commercial","All",2006,229485
"oklahoma","Commercial","All",2005,227557
"oklahoma","Commercial","All",2004,225401
"oklahoma","Commercial","All",2003,224173
"oklahoma","Commercial","All",2002,228164
"oklahoma","Commercial","All",2001,230902
"oklahoma","Commercial","All",2000,227757
"oklahoma","Commercial","All",1999,212707
"oklahoma","Commercial","All",1998,218759
"oklahoma","Commercial","All",1997,214635
"oklahoma","Commercial","All",1996,205667
"oklahoma","Commercial","All",1995,191389
"oklahoma","Commercial","All",1994,188387
"oklahoma","Commercial","All",1993,188436
"oklahoma","Commercial","All",1992,177706
"oklahoma","Commercial","All",1991,186713
"oklahoma","Commercial","All",1990,197874
"oklahoma","Commercial","All",1989,181901
"oklahoma","Commercial","All",1988,189924
"oklahoma","Commercial","All",1987,166395
"oklahoma","Commercial","All",1986,171116
"oklahoma","Commercial","All",1985,180792
"oklahoma","Commercial","All",1984,179725
"oklahoma","Commercial","All",1983,188049
"oklahoma","Commercial","All",1982,182634
"oklahoma","Commercial","All",1981,169452
"oklahoma","Commercial","All",1980,157333
"oregon","Commercial","All",2015,184028
"oregon","Commercial","All",2014,189940
"oregon","Commercial","All",2013,191235
"oregon","Commercial","All",2012,188004
"oregon","Commercial","All",2011,195551
"oregon","Commercial","All",2010,184968
"oregon","Commercial","All",2009,193160
"oregon","Commercial","All",2008,197633
"oregon","Commercial","All",2007,195666
"oregon","Commercial","All",2006,199304
"oregon","Commercial","All",2005,190642
"oregon","Commercial","All",2004,183440
"oregon","Commercial","All",2003,193560
"oregon","Commercial","All",2002,195812
"oregon","Commercial","All",2001,198729
"oregon","Commercial","All",2000,206238
"oregon","Commercial","All",1999,201157
"oregon","Commercial","All",1998,191696
"oregon","Commercial","All",1997,190291
"oregon","Commercial","All",1996,184847
"oregon","Commercial","All",1995,183119
"oregon","Commercial","All",1994,180565
"oregon","Commercial","All",1993,176009
"oregon","Commercial","All",1992,169809
"oregon","Commercial","All",1991,171256
"oregon","Commercial","All",1990,167676
"oregon","Commercial","All",1989,164553
"oregon","Commercial","All",1988,155737
"oregon","Commercial","All",1987,147205
"oregon","Commercial","All",1986,143964
"oregon","Commercial","All",1985,147163
"oregon","Commercial","All",1984,143840
"oregon","Commercial","All",1983,133642
"oregon","Commercial","All",1982,139738
"oregon","Commercial","All",1981,134000
"oregon","Commercial","All",1980,156253
"pennsylvania","Commercial","All",2015,657429
"pennsylvania","Commercial","All",2014,654051
"pennsylvania","Commercial","All",2013,638980
"pennsylvania","Commercial","All",2012,610110
"pennsylvania","Commercial","All",2011,638913
"pennsylvania","Commercial","All",2010,685049
"pennsylvania","Commercial","All",2009,682692
"pennsylvania","Commercial","All",2008,715224
"pennsylvania","Commercial","All",2007,721009
"pennsylvania","Commercial","All",2006,687565
"pennsylvania","Commercial","All",2005,715065
"pennsylvania","Commercial","All",2004,702166
"pennsylvania","Commercial","All",2003,696744
"pennsylvania","Commercial","All",2002,693269
"pennsylvania","Commercial","All",2001,657765
"pennsylvania","Commercial","All",2000,700523
"pennsylvania","Commercial","All",1999,631078
"pennsylvania","Commercial","All",1998,617827
"pennsylvania","Commercial","All",1997,627894
"pennsylvania","Commercial","All",1996,645183
"pennsylvania","Commercial","All",1995,627947
"pennsylvania","Commercial","All",1994,612181
"pennsylvania","Commercial","All",1993,581258
"pennsylvania","Commercial","All",1992,570128
"pennsylvania","Commercial","All",1991,554485
"pennsylvania","Commercial","All",1990,540091
"pennsylvania","Commercial","All",1989,563252
"pennsylvania","Commercial","All",1988,524856
"pennsylvania","Commercial","All",1987,499377
"pennsylvania","Commercial","All",1986,485409
"pennsylvania","Commercial","All",1985,468129
"pennsylvania","Commercial","All",1984,489977
"pennsylvania","Commercial","All",1983,463905
"pennsylvania","Commercial","All",1982,464572
"pennsylvania","Commercial","All",1981,468315
"pennsylvania","Commercial","All",1980,451403
"rhode island","Commercial","All",2015,49456
"rhode island","Commercial","All",2014,51593
"rhode island","Commercial","All",2013,49379
"rhode island","Commercial","All",2012,44057
"rhode island","Commercial","All",2011,43923
"rhode island","Commercial","All",2010,45792
"rhode island","Commercial","All",2009,46286
"rhode island","Commercial","All",2008,46092
"rhode island","Commercial","All",2007,49707
"rhode island","Commercial","All",2006,48016
"rhode island","Commercial","All",2005,50588
"rhode island","Commercial","All",2004,53546
"rhode island","Commercial","All",2003,53953
"rhode island","Commercial","All",2002,48882
"rhode island","Commercial","All",2001,48568
"rhode island","Commercial","All",2000,47794
"rhode island","Commercial","All",1999,46049
"rhode island","Commercial","All",1998,41864
"rhode island","Commercial","All",1997,44924
"rhode island","Commercial","All",1996,46605
"rhode island","Commercial","All",1995,45657
"rhode island","Commercial","All",1994,46844
"rhode island","Commercial","All",1993,42982
"rhode island","Commercial","All",1992,42169
"rhode island","Commercial","All",1991,45928
"rhode island","Commercial","All",1990,49503
"rhode island","Commercial","All",1989,47498
"rhode island","Commercial","All",1988,46378
"rhode island","Commercial","All",1987,45882
"rhode island","Commercial","All",1986,45187
"rhode island","Commercial","All",1985,39203
"rhode island","Commercial","All",1984,38131
"rhode island","Commercial","All",1983,35689
"rhode island","Commercial","All",1982,33562
"rhode island","Commercial","All",1981,32351
"rhode island","Commercial","All",1980,34175
"south carolina","Commercial","All",2015,275481
"south carolina","Commercial","All",2014,267987
"south carolina","Commercial","All",2013,259506
"south carolina","Commercial","All",2012,259100
"south carolina","Commercial","All",2011,261719
"south carolina","Commercial","All",2010,274756
"south carolina","Commercial","All",2009,262516
"south carolina","Commercial","All",2008,271496
"south carolina","Commercial","All",2007,269536
"south carolina","Commercial","All",2006,260878
"south carolina","Commercial","All",2005,255401
"south carolina","Commercial","All",2004,253226
"south carolina","Commercial","All",2003,243323
"south carolina","Commercial","All",2002,236009
"south carolina","Commercial","All",2001,233919
"south carolina","Commercial","All",2000,236850
"south carolina","Commercial","All",1999,232233
"south carolina","Commercial","All",1998,227442
"south carolina","Commercial","All",1997,206386
"south carolina","Commercial","All",1996,204451
"south carolina","Commercial","All",1995,197767
"south carolina","Commercial","All",1994,187559
"south carolina","Commercial","All",1993,186526
"south carolina","Commercial","All",1992,175230
"south carolina","Commercial","All",1991,171231
"south carolina","Commercial","All",1990,168087
"south carolina","Commercial","All",1989,165702
"south carolina","Commercial","All",1988,158787
"south carolina","Commercial","All",1987,151663
"south carolina","Commercial","All",1986,146062
"south carolina","Commercial","All",1985,137294
"south carolina","Commercial","All",1984,132714
"south carolina","Commercial","All",1983,136450
"south carolina","Commercial","All",1982,129765
"south carolina","Commercial","All",1981,124969
"south carolina","Commercial","All",1980,135441
"south dakota","Commercial","All",2015,63167
"south dakota","Commercial","All",2014,64345
"south dakota","Commercial","All",2013,65160
"south dakota","Commercial","All",2012,59061
"south dakota","Commercial","All",2011,62350
"south dakota","Commercial","All",2010,62989
"south dakota","Commercial","All",2009,62484
"south dakota","Commercial","All",2008,62847
"south dakota","Commercial","All",2007,61330
"south dakota","Commercial","All",2006,57578
"south dakota","Commercial","All",2005,58012
"south dakota","Commercial","All",2004,54057
"south dakota","Commercial","All",2003,54999
"south dakota","Commercial","All",2002,53457
"south dakota","Commercial","All",2001,51186
"south dakota","Commercial","All",2000,45127
"south dakota","Commercial","All",1999,41142
"south dakota","Commercial","All",1998,41950
"south dakota","Commercial","All",1997,41676
"south dakota","Commercial","All",1996,44364
"south dakota","Commercial","All",1995,41713
"south dakota","Commercial","All",1994,39693
"south dakota","Commercial","All",1993,36728
"south dakota","Commercial","All",1992,34524
"south dakota","Commercial","All",1991,35558
"south dakota","Commercial","All",1990,34120
"south dakota","Commercial","All",1989,32960
"south dakota","Commercial","All",1988,31613
"south dakota","Commercial","All",1987,30635
"south dakota","Commercial","All",1986,30527
"south dakota","Commercial","All",1985,34166
"south dakota","Commercial","All",1984,32476
"south dakota","Commercial","All",1983,26368
"south dakota","Commercial","All",1982,26784
"south dakota","Commercial","All",1981,25411
"south dakota","Commercial","All",1980,25455
"tennessee","Commercial","All",2015,448305
"tennessee","Commercial","All",2014,435132
"tennessee","Commercial","All",2013,428468
"tennessee","Commercial","All",2012,361564
"tennessee","Commercial","All",2011,386840
"tennessee","Commercial","All",2010,399977
"tennessee","Commercial","All",2009,376171
"tennessee","Commercial","All",2008,396112
"tennessee","Commercial","All",2007,399720
"tennessee","Commercial","All",2006,383819
"tennessee","Commercial","All",2005,383188
"tennessee","Commercial","All",2004,380183
"tennessee","Commercial","All",2003,373241
"tennessee","Commercial","All",2002,367097
"tennessee","Commercial","All",2001,368002
"tennessee","Commercial","All",2000,370112
"tennessee","Commercial","All",1999,362541
"tennessee","Commercial","All",1998,354936
"tennessee","Commercial","All",1997,355564
"tennessee","Commercial","All",1996,148971
"tennessee","Commercial","All",1995,135817
"tennessee","Commercial","All",1994,134474
"tennessee","Commercial","All",1993,135611
"tennessee","Commercial","All",1992,147887
"tennessee","Commercial","All",1991,209158
"tennessee","Commercial","All",1990,207240
"tennessee","Commercial","All",1989,206730
"tennessee","Commercial","All",1988,179766
"tennessee","Commercial","All",1987,171937
"tennessee","Commercial","All",1986,167364
"tennessee","Commercial","All",1985,182641
"tennessee","Commercial","All",1984,185583
"tennessee","Commercial","All",1983,256818
"tennessee","Commercial","All",1982,235813
"tennessee","Commercial","All",1981,233265
"tennessee","Commercial","All",1980,225278
"texas","Commercial","All",2015,1592403
"texas","Commercial","All",2014,1639773
"texas","Commercial","All",2013,1610382
"texas","Commercial","All",2012,1555203
